billBillType,billBillingEntity,billBillingPeriodEndDate,billBillingPeriodStartDate,billInvoicingEntity,costCategoryTeam,discountEdpDiscount,discountTotalDiscount,identityLineItemId,identityTimeIntervalEnd,identityTimeIntervalStart,lineItemAvailabilityZone,lineItemBlendedCost,lineItemBlendedRate,lineItemCurrencyCode,lineItemLegalEntity,lineItemLineItemDescription,lineItemLineItemType,lineItemNetUnblendedCost,lineItemNetUnblendedRate,lineItemOperation,lineItemProductCode,lineItemResourceId,lineItemUnblendedCost,lineItemUnblendedRate,lineItemUsageAccountId,lineItemUsageAmount,lineItemUsageEndDate,lineItemUsageStartDate,lineItemUsageType,pricingCurrency,pricingPublicOnDemandCost,pricingPublicOnDemandRate,pricingRateCode,pricingTerm,pricingUnit,productCacheEngine,productCategory,productCurrentGeneration,productInstanceFamily,productInstanceType,productLocation,productLocationType,productNetworkPerformance,productOperation,productProductFamily,productProductName,productRegion,productRegionCode,productServicecode,productServicename,productSku,productUsagetype,resourceTagsUserApplication,resourceTagsUserApplicationDRN,resourceTagsUserApplicationName,resourceTagsUserEnvironment,resourceTagsUserRooEnvironment,resourceTagsUserTeamName,resourceTagsUserTerraformRepo
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.69192,-0.69192,iz2p5nitw5xzxohkodbrfm7bv7fr3hkz573ch62olmf2bqlaqtoq,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,3.844,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,3.15208,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-001,3.844,0.961,818921491005,4,2023-07-04T04:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,3.844,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.69192,-0.69192,hwgote3tumasn5umjd5a5fgz7lkdlwyiqmdyfargiipl6nquhwua,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,3.844,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,3.15208,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-02-002,3.844,0.961,818921491005,4,2023-07-04T04:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,3.844,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.69192,-0.69192,solaq4ev6agbtpvneekfpkkaoj67lgn7kchbzlkf2k3j4atw3ema,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,3.844,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,3.15208,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-003,3.844,0.961,818921491005,4,2023-07-04T04:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,3.844,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.17352,-0.17352,lsmn7z25ocskhoez3ocfcj34sjprndgxbwkf762e54ancq46jgua,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,0.964,0.241,USD,Amazon Web Services EMEA SARL,$0.241 per Enhanced High memory R5.large node hour running Redis,Usage,0.79048,0.19762,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-002,0.964,0.241,818921491005,4,2023-07-04T04:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r5.large,USD,0.964,0.241,ZDQT4YBFXU6QBRSE.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.large,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,ZDQT4YBFXU6QBRSE,EU-NodeUsage:cache.r5.large,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.69192,-0.69192,63dwzpm4wmygi6cc6n57vateilfsdswqbnvvclllurkj3on35b5a,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,3.844,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,3.15208,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-01-001,3.844,0.961,818921491005,4,2023-07-04T04:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,3.844,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.69192,-0.69192,5oot2z4ylw5sdlu46s3hqzalfbz6gien3xkeh54cfucheyxhiv3a,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,3.844,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,3.15208,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-03-001,3.844,0.961,818921491005,4,2023-07-04T04:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,3.844,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.69192,-0.69192,ohfx6r4bjmb2yt2lzag44yekfa3y64nxmv3vsigvxy2rmlqpqesq,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,3.844,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,3.15208,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-001,3.844,0.961,818921491005,4,2023-07-04T04:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,3.844,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-2.42172,-2.42172,b2fiksjxbjhgoszehvgnxduq2jwoy5hwkwlwffzackejpen6wtuq,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,13.454,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,11.03228,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-07-002,13.454,0.961,818921491005,14,2023-07-04T14:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,13.454,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.37098,-0.37098,ki5d4ivl7tn2vylevaiojhjz3vmhjzfqf6d2e4kjzyrbmkwh4dyq,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,0.7388490564,0.0820943396,USD,Amazon Web Services EMEA SARL,$0.229 per Memory optimized r6g.large node hour running Redis,Usage,1.69002,0.18778,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-rooinvite-01-001,2.061,0.229,818921491005,9,2023-07-04T14:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r6g.large,USD,2.061,0.229,FQHREBFZBQ25BR4G.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r6g.large,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,FQHREBFZBQ25BR4G,EU-NodeUsage:cache.r6g.large,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.65952,-0.65952,zkt7jmlwj5oxi5ugt6ceyormnkipdzika2dxojje7sjku7zdw54a,2023-07-05T00:00:00Z,2023-07-04T00:00:00Z,eu-west-1,1.832,0.458,USD,Amazon Web Services EMEA SARL,$0.916 per Memory optimized r6g.2xlarge node hour running Redis,Usage,3.00448,0.75112,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-001,3.664,0.916,818921491005,4,2023-07-04T04:00:00Z,2023-07-04T00:00:00Z,EU-NodeUsage:cache.r6g.2xlarge,USD,3.664,0.916,9RCTR996WYJZK4N8.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r6g.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,9RCTR996WYJZK4N8,EU-NodeUsage:cache.r6g.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-2.07576,-2.07576,rpu5pnbbbz5ohqw2c567eg4sy6waln367465uzj2mr46efqxaf2q,2023-07-08T00:00:00Z,2023-07-07T00:00:00Z,eu-west-1,11.532,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,9.45624,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-001,11.532,0.961,818921491005,12,2023-07-07T12:00:00Z,2023-07-07T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,11.532,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-2.07576,-2.07576,sjdi4t6heulxvzhkbeq76oy6jqpuoyhjglx23aqg55cwnbyxpx3a,2023-07-08T00:00:00Z,2023-07-07T00:00:00Z,eu-west-1,11.532,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,9.45624,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-002,11.532,0.961,818921491005,12,2023-07-07T12:00:00Z,2023-07-07T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,11.532,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.32976,-0.32976,bsrf4h2hpl7rjz522ifjmlo3kky2zty3pi2girzucmviveehd2ma,2023-07-08T00:00:00Z,2023-07-07T00:00:00Z,eu-west-1,0.916,0.458,USD,Amazon Web Services EMEA SARL,$0.916 per Memory optimized r6g.2xlarge node hour running Redis,Usage,1.50224,0.75112,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-13-002,1.832,0.916,818921491005,2,2023-07-07T02:00:00Z,2023-07-07T00:00:00Z,EU-NodeUsage:cache.r6g.2xlarge,USD,1.832,0.916,9RCTR996WYJZK4N8.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r6g.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,9RCTR996WYJZK4N8,EU-NodeUsage:cache.r6g.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.09126,-0.09126,rzp2scfwidp67nvkbfhkcf3bhcopazabncuaueqcosqmpogkjcnq,2023-07-08T00:00:00Z,2023-07-07T00:00:00Z,eu-west-1,0.507,0.507,USD,Amazon Web Services EMEA SARL,$0.507 per Enhanced High memory R4.xlarge node hour running Redis,Usage,0.41574,0.41574,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-04-002,0.507,0.507,818921491005,1,2023-07-07T01:00:00Z,2023-07-07T00:00:00Z,EU-NodeUsage:cache.r4.xlarge,USD,0.507,0.507,3VNNYM5XXKM6HZS7.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r4.xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,3VNNYM5XXKM6HZS7,EU-NodeUsage:cache.r4.xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.17298,-0.17298,qdizxrln7bmwqydyq4dgul5exsq6dqayyazi2vzd2ujjmzsmrlaq,2023-07-08T00:00:00Z,2023-07-07T00:00:00Z,eu-west-1,0.961,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,0.78802,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-05-002,0.961,0.961,818921491005,1,2023-07-07T01:00:00Z,2023-07-07T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,0.961,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.32976,-0.32976,zczlmgbdrqcjovdelvurntttiqrp4w2eriv33zhohoxbck7bpwaq,2023-07-08T00:00:00Z,2023-07-07T00:00:00Z,eu-west-1,0.916,0.458,USD,Amazon Web Services EMEA SARL,$0.916 per Memory optimized r6g.2xlarge node hour running Redis,Usage,1.50224,0.75112,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-14-001,1.832,0.916,818921491005,2,2023-07-07T02:00:00Z,2023-07-07T00:00:00Z,EU-NodeUsage:cache.r6g.2xlarge,USD,1.832,0.916,9RCTR996WYJZK4N8.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r6g.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,9RCTR996WYJZK4N8,EU-NodeUsage:cache.r6g.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-2.07576,-2.07576,vxugxz6hnvx6axbqazg5bdavziwmbs5lunfqp2iae2n7qspbjmsq,2023-07-08T00:00:00Z,2023-07-07T00:00:00Z,eu-west-1,11.532,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,9.45624,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-10-002,11.532,0.961,818921491005,12,2023-07-07T12:00:00Z,2023-07-07T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,11.532,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.9504,-0.9504,qhmur6zsow3ilzxjreytxk25bbrnfzw73ggv4u7mkzkc4iuwchvq,2023-07-08T00:00:00Z,2023-07-07T00:00:00Z,eu-west-1,5.28,0.48,USD,Amazon Web Services EMEA SARL,$0.48 per Enhanced High memory R5.xlarge node hour running Redis,Usage,4.3296,0.3936,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-001,5.28,0.48,818921491005,11,2023-07-07T11:00:00Z,2023-07-07T00:00:00Z,EU-NodeUsage:cache.r5.xlarge,USD,5.28,0.48,8TQT4HJRD7JYK2VH.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,8TQT4HJRD7JYK2VH,EU-NodeUsage:cache.r5.xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-4.15152,-4.15152,dz2fjvffnhdy6hkh76a7c7coybkopo6ndc2d4hgaizlar6ifr2ya,2023-07-06T00:00:00Z,2023-07-05T00:00:00Z,eu-west-1,23.064,0.961,USD,Amazon Web Services EMEA SARL,$0.961 per Enhanced High memory R5.2xlarge node hour running Redis,Usage,18.91248,0.78802,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-04-002,23.064,0.961,818921491005,24,2023-07-06T00:00:00Z,2023-07-05T00:00:00Z,EU-NodeUsage:cache.r5.2xlarge,USD,23.064,0.961,Q4WUQCWB2K8Z6RAC.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r5.2xlarge,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,Q4WUQCWB2K8Z6RAC,EU-NodeUsage:cache.r5.2xlarge,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
Anniversary,AWS,2023-08-01T00:00:00Z,2023-07-01T00:00:00Z,Amazon Web Services EMEA SARL,orderweb,-0.57708,-0.57708,ki5d4ivl7tn2vylevaiojhjz3vmhjzfqf6d2e4kjzyrbmkwh4dyq,2023-07-03T00:00:00Z,2023-07-02T00:00:00Z,eu-west-1,1.1493207544,0.0820943396,USD,Amazon Web Services EMEA SARL,$0.229 per Memory optimized r6g.large node hour running Redis,Usage,2.62892,0.18778,CreateCacheCluster:0002,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-rooinvite-01-001,3.206,0.229,818921491005,14,2023-07-02T21:00:00Z,2023-07-02T03:00:00Z,EU-NodeUsage:cache.r6g.large,USD,3.206,0.229,FQHREBFZBQ25BR4G.JRTCKXETXF.6YS6EN2CT7,OnDemand,Hrs,Redis,Database,Yes,Memory optimized,cache.r6g.large,EU (Ireland),AWS Region,Up to 10 Gigabit,CreateCacheCluster:0002,Cache Instance,Amazon ElastiCache,eu-west-1,eu-west-1,AmazonElastiCache,Amazon ElastiCache,FQHREBFZBQ25BR4G,EU-NodeUsage:cache.r6g.large,orderweb,drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94,orderweb,production,production,orderweb,orderweb-infrastructure
