identityLineItemId,lineItemUnblendedCost,lineItemUsageStartDate,lineItemUsageEndDate,lineItemLineItemType,lineItemProductCode,lineItemResourceId
an3jzh54irvxpwewawwquc5lz6jg4nxt434werkm3wdxdyljglna,5.577,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-002
sbkr5yuqnbnkcvojocifn64ju2hbuz4wrdvs5woito3gkt46noma,1.832,2023-07-07T01:00:00Z,2023-07-07T10:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-001
c7wvzitac6zyvc4i6j7dz7cka4k3z6ogwmirabrck5coxb6oifna,0.7235356152,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-95b216b2-62c2-738b-0274-0e2cb416ba34
yiawjpqgor76wurent4b2ik4iggzuczuggx6eoidniyfjx5rs2pa,11.661,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-04-001
6pvhmup3v24p2hucdj7afk6pmdf4vudxsf63urjb4mubpejoztva,1.4108181255,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-b72a9791-15d6-ab78-3476-fd9150bdba90
gbdrmkdff5dem2fzd4pn5rcowd4ahjk3erz6ddpgb3roz4un4i6q,0,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-0
y5msh65rneedhfmza2mbw2mt3674gspjlf3guoapbyigqjwail7a,1.087942185,2023-07-07T00:00:00Z,2023-07-07T22:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-e75ed13d-4f95-718e-c187-fd842b47c509
wziibc3qkjhrdlwfyfaxnsgwcs6gjwcyjtfxugf6qqjezf5uz6jq,1.390592213,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-db668c47-0d3a-557b-2801-1f7ea1e74ca7
j35vork7vlxhdg6y4yreqntmjm447ffcpllcx2326atksx6sdonq,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-001
jlcafph6kq3m3s635zqbqsha5ub2d2xejhsklngzkctsumk4bjea,1.3985201267,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-73f6f578-d373-7518-2345-8b445c997c41
6v6jel6skmepqkkovdwtxqhkq3v4w74d22lltx5rkcvoppjbcuea,15.778,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-users-01-002
kw72oitz5lhvpi3n3cqnuim4si655slgwah4u24w6maoe6rzrcnq,5.543,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-04-002
w6c2w2od2sj65h6siv6onbhbvphpzl2s72ultw7n5jp6u5ljkn2q,0.0224550493,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserAmazonProfiles
u5sdcys4q7shrhxz64ebkvz2vbgih6smn5gwgwj5j4wjzakwvdoa,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-06-002
nsb6mzptmqz5khhu5kynkl76vdnggst7ewj7f3ml7lvwvni55wjq,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-01-002
f2kppmfmcwgqzxftgvkrdmu5maupcubbmtecyagkrimj4vzfmlta,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-02-002
4rmh2i7lr572zagjlw26yqawrwz5hasbx6mj3ytw63zglh3zo3ia,9.3838E-6,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:db:orderweb-production-aurora-foodpony-0
sjdi4t6heulxvzhkbeq76oy6jqpuoyhjglx23aqg55cwnbyxpx3a,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-09-002
l3xmwtpipg7peabeyy7vlavw5nvbm35enfd5ivsftkogqgxhywzq,3.28,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-restaurants-01-002
an3jzh54irvxpwewawwquc5lz6jg4nxt434werkm3wdxdyljglna,11.661,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-002
rpu5pnbbbz5ohqw2c567eg4sy6waln367465uzj2mr46efqxaf2q,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-001
msq6vub2ylfeje4arvhvd5bkfjppzeb4r6fi7gm3srr67oa654da,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-001
ydnho3l6gjhx3kgj4e5uhlnrytpwyusj3xss6stosp54yyighada,1.090897939,2023-07-07T00:00:00Z,2023-07-07T22:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-88cde0b8-8ada-2bae-b46f-3288c719faba
lmym2snk33cdjcfkifn5zdpmbpd2plhtpywpqfa72jzcoaurjs5a,1.3796961033,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-e8d59a88-a44a-ccb5-1dc5-29e4d17df633
cfn65fullkmykgtye3yklfcd64hpdoj2i5lnp74o6eimhwaihiza,1.45913E-5,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-0
avtcpzm5vi3egw23r5mpezquybwk3qx4uu3dwdvp6t6wjyx5a5ha,0.0140230386,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserAmazonProfiles
u5i5ersayebk5hfnq4fegi37tivdqyfptj5khwcftj6xq7uze3uq,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-002
dorsejqo7ijfkehtpfzm4ewulslt3npgfd2vdz34qsty4fpuqs7q,139.9679993856,2023-07-07T00:00:00Z,2023-07-07T22:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:db:orderweb-production-aurora-foodpony-2
akwkib6jvz72bslir6lnf622adq3l4h6xdmoitlzeywxr5ky3dia,0.1199799384,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-114fc71c-a197-5ab1-49ad-098cb57c2c9b
smcoq65prv5pmwpwgrfj6cajj6n63aodmdceq74mhl535cppdeda,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-002
osq6gski7qmxbkpy2xx32pogg7mjhxvkbf2o7cnom4bnq6nww75q,2.651,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-03-001
vpzfmsukq5cza2erliehthnqtymnpzm6k7iu3fglag3r5gwrsysa,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-001
diutjrmy7semxhelbuktwgttduivcjvhkz3ycdhna3lvax3cnuiq,1.5871132785,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.OrderFees
nsb6mzptmqz5khhu5kynkl76vdnggst7ewj7f3ml7lvwvni55wjq,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-01-002
g3gt3v7epi7f4telzd5nvvlnydhgj4zf6nje6tb2cbhpt2l7qvoq,0,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserFraudStatuses
3isgz2omaljnxdcca2fvqixlc4ffot5xhfkbx5xrizkrwnw2uliq,0.064765137,2023-07-07T00:00:00Z,2023-07-07T10:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:cluster-snapshot:awsbackup:job-291c2d15-2567-9091-e8c4-e734d619e916
cdi62mzt7ixtgxvrk5rndhd3cr2dmfsngey4b6va25kkiqe55gxq,1.832,2023-07-07T01:00:00Z,2023-07-07T10:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-user-fraud-01-002
ip5kdec3hxvshyvbkao26pyhvktenhtq4d4uvj6uwzefrgjih2ba,0.7292089548,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-f4dd5a47-4aa9-3d0d-353e-cd8868aa192f
cvvyejh4ehthjhudciajkhfrvhevaygnldftunrw6egn4lvrnr3a,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-002
yxwmwg34xhdqzdoojddxujt3fufugoudog6cjwh5f3fzpa4eqgda,0.6637828967,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-02b6ff64-079d-93cc-df6c-55a88a746f1e
2xiilx54336bvi2equ6h4anycmmr7qcnf7z7xazlq5hfixpxbt3a,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-03-002
qdizxrln7bmwqydyq4dgul5exsq6dqayyazi2vzd2ujjmzsmrlaq,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-05-002
c65uf3nhtef27obxdvw3sneqgkxb2ikctrav2kbfvm2qeeepmhta,0,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:db:orderweb-production-aurora-foodpony-1
rk56bl4ersq3grm27orvql4wxf43bwhx7q76b7qyhrpxtl7k3kva,0.396,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-delivery-zones-01-001
5r3z2ruchnteexkjj2ld6dptlt2dk2d77kq5ymhmis5n7sy5ghia,5.9013859476,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-42d6cda2-4165-74d9-24a3-ec6eaf4bd153
lymfvfo3u25cutx2nkyx2hm2iawe2iap5dznb7btqmolugloob2q,1.5977121675,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.OrderFees
wziibc3qkjhrdlwfyfaxnsgwcs6gjwcyjtfxugf6qqjezf5uz6jq,0.725526372,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-db668c47-0d3a-557b-2801-1f7ea1e74ca7
r5f7ho447oinuihvdxbo6r5nuzfjkkhzeuovfkrrrbcpzqufkokq,0.012735283,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserAmazonProfiles
v2mzwyrgjjc7jyvynicvsjf2dfb5iv35m36y37pgcc53muncqyma,0.6603816318,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-3db8e706-2bd1-290e-e608-18663b5f62d3
lgldzlm2g6uo5wenleqmzgla6rvrwegxxma3dcyi2p2mg6tpak3q,2.651,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-002
rm7zfxwa643pojzvfifineurwtdyq23bymzfuxfv55idztmrxqoa,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-stickyguid-01-002
q35kyqratzzg7inpsweqtqkprfnw7b3x4zt3aep46mihdwucel7q,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-04-001
cvvyejh4ehthjhudciajkhfrvhevaygnldftunrw6egn4lvrnr3a,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-08-002
qrmwks3rthasbysr5rcjxpb3pnzoi6rd2i77clxeod6k3bd7v45q,5.543,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-001
vam3veixmktam2mw6rx5ukawadw3xxkr7ptrs3nwbx4fxd2kvasa,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-05-001
6upa2khi6teo4nkgqweavnqwatrc7htx4ltwb2i5wsdlpoqaf7ba,27.0815474695,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:cluster:cluster-hs4movmrckpn7nrmt7ee73tlkq
u5i5ersayebk5hfnq4fegi37tivdqyfptj5khwcftj6xq7uze3uq,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-002
3ydsur2m62san7r5b4heklazrakhhtvpadgfkzu3dhbm4mq7p7sa,4.4315006472,2023-07-07T03:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-c8d1daeb-4b5c-9dda-e856-355f1c43a5e7
5ahdopmo5ws6jcf5umbu6zqqib756l3s7yrof3h7lb42qyhseija,10.571,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-003
qrmwks3rthasbysr5rcjxpb3pnzoi6rd2i77clxeod6k3bd7v45q,2.651,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-02-001
faetse22sl4n3wqfci262jq72wbut6vyeqngm4m7kdm26f3ntsla,7.4963E-6,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-0
hb6a5hlnmuhca3nirfvlzyhuxf467j4hyyllcovzvptucmmlxida,1.4024740245,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-d1aa5adb-e46d-c180-9364-4cf25af757ac
3lbz2fcn2rrws3wd3hec7dgj5emolijpkiixltofnq72culvzjbq,0,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserFraudStatuses
xv6skwwemvbyd55ghk3anmnp7abms2xf7pw7igdce3khkhxxcj2a,1.0920601253,2023-07-07T00:00:00Z,2023-07-07T22:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-771248f8-7a6e-c574-a613-6926cdf79a0c
ekluckxn66f7llzvvrqb67l36dcczi7crcxzktnktk3ovxdtolla,1.4042570535,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-b2008ecf-d897-e2f5-e75d-27fb29b9d260
5hb2oeuyszzf5aptlxulzrjy4l6qwb7tg37wut22jmzpbm4njjkq,1.407797731,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-b6011eac-f313-0286-e16f-005866d92a98
62ijub265v26yua2vz4ihn7xin6wh3ubp6nrmy2iqurehprvkzda,1.4017299124,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-76cd6843-c375-84d5-9dee-aae92554c585
j4z33ovlum533plppntvwre6orjl5f6wej52mce4pbvgoelmtktq,27.164092336,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.Sessions
ruslrqdl23ejpyz22fqd5jkkrp76wymox3rdnrbujz63onid3l7q,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-07-001
ru4qa53n23cyebi6t2afafjmtbvmx2ycna5nzsuq75xj3u6bkwfq,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-05-002
b2dvhefwcm4wczohrlvkwd4qixg4cctjki4dhxyzoj2hplruwbfq,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-03-002
7h4rtecwjho2v75x2tgcxgrjil3swybxwijswqqsgxdycwn5zbdq,11.661,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-cache-03-001
ip5kdec3hxvshyvbkao26pyhvktenhtq4d4uvj6uwzefrgjih2ba,1.3976504967,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-f4dd5a47-4aa9-3d0d-353e-cd8868aa192f
nqads7wbje3w6hcqgqerwqfq2dwpxaebyj4f4bnmhy6rmwah3voa,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-09-001
nqo7bnphm7odjcpu3gfyq57a7xid25ewiwx4wphe5mho2kgk5whq,1.4066292574,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-7d6cec66-532b-295a-5f98-aa661e62d5e9
7yuqngutx6shsvk4cj4kocv6sojhkqwqawtofdaomextj3hlnvfa,1.3932622554,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-e6ed1984-7d12-fcea-fc74-a6675daa6193
zs4nldajqyaets3eg2lbg6lbyrkvdqumw3xlkq64ygkwn42lhdqq,22.103,2023-07-07T00:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-07-002
2lldxzm6f4mgtluxffwqd3qo5qai7qye2lp36hywvlq5krlpwosq,164.9919995904,2023-07-07T01:00:00Z,2023-07-07T23:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:434632636264:db:orderweb-production-aurora-foodpony-3
h5q6kvwyddwi4ssc4or7ilh3fx6kjvaqo3q3dlvkdz6sz7emb5rq,0.1653975829,2023-07-07T03:00:00Z,2023-07-07T04:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-574c3360-b50f-959c-5667-d561f85beb5d
xibj3kehlckjtu3veh4ja2xolrxnwy2acvflo2pz2pxwr5gdcu7a,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-roo-service-account-01-002
f2kppmfmcwgqzxftgvkrdmu5maupcubbmtecyagkrimj4vzfmlta,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-02-002
gutl77nqs5ilnf35tapesjulgzstwror22gld5vosuipkfk6eboq,8.0513E-6,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:db:orderweb-db2-1
j35vork7vlxhdg6y4yreqntmjm447ffcpllcx2326atksx6sdonq,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-01-001
slemyyzbx2o3j7bm2znalh6zhmlthw7gvvu4jmohbsvbmmdv6vta,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-02-001
rlyuj5d46do4744v4ml3j4ognee3xbikz6s7kxl3smvzqwzqx2wq,0.7364793564,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-097f5152-6e4d-a87a-65bf-fba529718253
sphk4ikwy5djqu4jpwzypp2oyezyytjvrrab5bwm4ctzzyq7otca,0.0599245779,2023-07-07T00:00:00Z,2023-07-07T11:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-f3199730-28b1-c8fa-35e1-acdb8aede2f6
ixjhpkxnquqqiclvk37y7f6ohw6zy5y4obzgcrx7xowmhkewnfea,0.3440632026,2023-07-07T00:00:00Z,2023-07-07T09:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-1:818921491005:cluster-snapshot:awsbackup:job-8c32ec5c-f809-4124-f68e-d6f27df9a5a8
vam3veixmktam2mw6rx5ukawadw3xxkr7ptrs3nwbx4fxd2kvasa,11.532,2023-07-07T00:00:00Z,2023-07-07T12:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-versioncache-05-001
kqolj3xrwyu64npyclfrzvjbk5kxzrx4fcu6dudmc77hggvr32ia,0.0054857935,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.UserAmazonProfiles
2hdmfkloxfyeuzu7cuaberxo7f6nbqq4l4yfy3acwanfv2qyvdha,0.1201490548,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-84467ad1-e2c0-2b6e-882f-eafafde98af1
xoxxbkvawbjv3uwabwtqlmm4o7kkjqyp34uq5bi4dqlr5ct3d5ia,0.1213448464,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-bc2b420a-2f3e-3693-1ae7-ba82b1f5822a
qhmur6zsow3ilzxjreytxk25bbrnfzw73ggv4u7mkzkc4iuwchvq,0.48,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-active-session-tracker-01-001
bxd7wphx35f6gfi3iygjfyzz5ueoq6np6en3gyusntpact5d34mq,0.9816729276,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:434632636264:cluster-snapshot:awsbackup:copyjob-68aea39f-9f24-ca18-d486-6c527d4a01f8
fmrreykdo5za2athdxk3vq4xo7htusrm2uaia3dpua3z6er5q27q,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-recordcache-10-001
xzeldpvuwxcpnkxsto2gbbf7wed5ycezgtzsz75tvrwlrs4ykfua,0.108449374,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:818921491005:table/orderweb.Sessions
u5i5ersayebk5hfnq4fegi37tivdqyfptj5khwcftj6xq7uze3uq,0.961,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-basket-01-002
hh7dxynxyjsxhyiah6nvl4f3dbjcx7uvk5qufqbzbzmylh7pahpq,0.1220227688,2023-07-07T00:00:00Z,2023-07-07T02:00:00Z,Usage,AmazonRDS,arn:aws:rds:eu-west-3:818921491005:cluster-snapshot:awsbackup:copyjob-20b01dd7-c293-17fe-0616-5f2b7345f13b
mfftwux3qokus5jkey3vzlwfru3qwazjwgggw55v3o3ngmtqez7q,0.241,2023-07-07T00:00:00Z,2023-07-07T01:00:00Z,Usage,AmazonElastiCache,arn:aws:elasticache:eu-west-1:818921491005:cluster:ow-circuitbreaker-03-002
