"key","budget__value"
"drn:roo:supportable:xx:44c1f96e-ac78-42e4-a81d-6f210ca65323","19.458273796490232"
"drn:roo:supportable:xx:f0c680cc-3a97-40cb-a4c1-d843f6cd8c70","24.917944084311728"
"drn:roo:supportable:xx:c68476d9-4a1a-401c-8fef-d8d1b1d12ae0","3148.962321397066"
"drn:roo:supportable:xx:11cab8e4-39fc-4c1a-ac7b-cc750cfd87a2","188.44688739968532"
"drn:roo:supportable:xx:c3bc8e1b-14f8-49a2-ab31-6701b215af2f","2.8590786507871115"
"drn:roo:supportable:xx:dc290c2a-3285-448b-b3c1-27bf2345fa94","20665.1975244086"
"drn:roo:supportable:xx:71d90d1f-2586-49de-b910-c7a9f13f6e5c","3026.4261468921704"
"drn:roo:supportable:xx:903c1092-2588-4851-8605-5d7d881b33d6","53.192604948815095"
"drn:roo:supportable:xx:705f02ee-ea3d-471b-b6d3-39ea64d36778","39.83993445250151"
"drn:roo:supportable:xx:e56955ef-6b4e-4a1f-b64c-8e7c9d266b69","578.4631482169181"
"drn:roo:supportable:xx:c054d8d6-afe4-4e3c-973b-2ba92aeca5ad","2.816812250685757"
"drn:roo:supportable:xx:2575b686-c0df-443b-903c-f1d69feb78e5","8.660005455495366"
"drn:roo:supportable:xx:22a1d836-eb3e-4225-8ad9-c31502a5fc07","1.2599885649786415"
"drn:roo:supportable:xx:33efcde7-826f-4988-9318-7553f2e82c12","2836.082222130646"
"drn:roo:supportable:xx:d45cbc48-f3a6-4e33-8052-003fa96ce710","106.94438595937623"
"drn:roo:supportable:xx:31e6f725-2146-4308-9fd6-74d8b7320bb2","362.4371180610273"
"drn:roo:supportable:xx:1e1f6459-8ca1-44f9-818e-c6fc1c79c734","1666.9536403168624"
"drn:roo:supportable:xx:9c244950-6270-4a96-98b1-e1475ba85432","1690.9179552463243"
"drn:roo:supportable:xx:f5bf5ceb-e8f0-4c95-a956-b3ace2dc4134","13.900591767479"
"drn:roo:supportable:xx:5b957653-ff0b-4bc3-bad1-2b5eb43d94ec","295.2834679913524"
"drn:roo:supportable:xx:e06e2430-beed-40c1-849f-733bb1bcf614","160.3830023137965"
"drn:roo:supportable:xx:7535fdb7-fbca-401a-aaf5-a7b7b6029fdb","9.536667037012705"
"drn:roo:supportable:xx:729e8429-b1bd-4080-80c1-27d97d5df436","434.8347963612187"
"drn:roo:supportable:xx:7a149453-0a33-4e26-a812-707bb2feee22","1500.4261135314448"
"drn:roo:supportable:xx:5a2e7e83-45d7-4655-931c-39f67442829d","57.36654872121878"
"drn:roo:supportable:xx:c618373c-9262-4979-b941-01f0ae77decf","127.94157028757087"
"drn:roo:supportable:xx:ab2f1865-b712-4b97-bb3c-3b742f80b27b","80.55681483863876"
"drn:roo:supportable:xx:c67e1b16-1f64-4abe-8b19-f8209a97f94f","57.262375514062626"
"drn:roo:supportable:xx:ef34846d-4da6-4cb2-83c1-891c438e172a","87.66225210563044"
"drn:roo:supportable:xx:e71bd8a2-bb9e-48eb-a7a7-f810e1ca28fc","101.01951826282533"
"drn:roo:supportable:xx:17bdffc9-a4de-447a-a255-9858e7778df2","131.30389226852145"
"drn:roo:supportable:xx:b6d70cb5-8e80-48b0-887c-f03fd77d30fb","23.66805519397667"
"drn:roo:supportable:xx:91af7772-10ab-4d01-8ede-6f2bb6db7b0b","139.19888424878036"
"drn:roo:supportable:xx:12753f8c-cd28-48fc-852d-1da6ada7ea0e","2573.930878958334"
"drn:roo:supportable:xx:6ef7be44-a4db-44ca-8e90-a7f45acdcfaf","36.63684291940967"
"drn:roo:supportable:xx:c0563523-6b54-47d3-a023-a072d32c78c7","18.350941701943498"
"drn:roo:supportable:xx:762ebac9-c122-4bef-b374-cae4a58a9c20","37.32663640533016"
"drn:roo:supportable:xx:4dc45078-1085-41a3-a1a6-640d63b7414b","32.87849262639293"
"drn:roo:supportable:xx:0f07d68b-7c2d-488f-bdbf-871cc8074de0","92.4263113196364"
"drn:roo:supportable:xx:68c2f5db-d804-4c3c-98cf-15889f6a767b","12.939665617370082"
"drn:roo:supportable:xx:f486ac35-7bd1-492d-aa64-fc3d38b59fa7","13.44103570498396"
"drn:roo:supportable:xx:a947518e-e4da-40cc-9fa1-5634a36db25f","40.09126444565672"
"drn:roo:supportable:xx:a935e29d-b3b1-491d-849f-e100d8351241","38.286234421424865"
"drn:roo:supportable:xx:63c16c76-dee2-459f-aca3-624508f66a91","6.713892574216004"
"drn:roo:supportable:xx:91997b92-c7e9-4271-bbbf-3b825b4405a1","8.157387086733593"
"drn:roo:supportable:xx:c65671b8-b621-4800-87b3-1757e6eae974","8.03759943935512"
"drn:roo:supportable:xx:e3b5e65b-167a-408e-8e19-5f55781ff33d","35.342990714496125"
"drn:roo:supportable:xx:2a9147b4-b121-4825-9ae8-1709c9898ca3","149.9896750131149"
"drn:roo:supportable:xx:b8cdb91c-c9e2-4dcb-939f-d999100b5b2e","578.5591380530577"
"drn:roo:supportable:xx:8d9f2248-be58-4c3e-83ab-739a11db0943","40.264763056782044"
"drn:roo:supportable:xx:b76fa624-5994-4b11-9607-ba99e483a585","29.373478698698875"
"drn:roo:supportable:xx:38a8a5aa-09ce-42f8-a5af-d6ed9c54521a","45.89631753565152"
"drn:roo:supportable:xx:83090a34-445e-4e49-a246-ea2f2b157847","13.99922273857186"
"drn:roo:supportable:xx:c596341a-c3d4-4727-82ef-bf311473cb14","18.894723316096886"
"drn:roo:supportable:xx:8a6b0df0-39bf-40b5-bb8c-193f5b93315f","94.27302712884335"
"drn:roo:supportable:xx:6a2c9b5a-e9d4-469d-a105-e7595f56d793","16.82443745211438"
"drn:roo:supportable:xx:2ecec294-01ff-4c45-9d81-8e848e77c3d3","35.28539649857963"
"drn:roo:supportable:xx:05c1cda9-ceb1-4d1f-b777-14449dfcfb88","7.7575583251075955"
"drn:roo:supportable:xx:b07e101f-d749-4339-b771-cf93b2bae3bc","13.987609192436366"
"drn:roo:supportable:xx:c32ec432-d68f-4b01-809f-248245db40c3","86.11529954575303"
"drn:roo:supportable:xx:440afbe3-7722-4718-9c2f-6da854c19cc9","16.724351230011223"
"drn:roo:supportable:xx:20983389-5d84-43fa-adb2-6cb7e82d5451","104.15636998206526"
"drn:roo:supportable:xx:c38cb728-f331-418d-a2c1-d227d36897a7","6.769707181313493"
"drn:roo:supportable:xx:d47a7d15-9277-47bb-a36e-fcc277cb4250","1.0004533752234863"
"drn:roo:supportable:xx:f30813f0-310e-4b85-900b-5be2d195a919","6.701548479591992"
"drn:roo:supportable:xx:17f7b7c3-f6b4-4f85-bdf3-075b1dfb4cc5","14.621239540078477"
"drn:roo:supportable:xx:e119ca1d-04ef-4a63-b3bc-143b67611d02","1083.2074318865548"
"drn:roo:supportable:xx:ce6a406d-e894-496a-8907-4858214db91d","530.2735315469126"
"drn:roo:supportable:xx:d7959353-b4f3-4294-87d0-460715f29737","0.4623743592299405"
"drn:roo:supportable:xx:ff45f5fb-d087-44e9-8346-319821c18796","3.1015202144940304"
"drn:roo:supportable:xx:b7f110fb-8e52-45f4-aa33-875f63541b49","109.52316691193131"
"drn:roo:supportable:xx:bafb7596-3961-45e1-b5e4-3268586e18a9","5.918101534509432"
"drn:roo:supportable:xx:e4bed8fa-8bbe-4cf8-b9a7-fbee266ec816","25.402177253303876"
"drn:roo:supportable:xx:e5f84afc-2007-4333-8c31-6d5fdb00470b","4.249457592883857"
"drn:roo:supportable:xx:9dbc4767-c8ae-44b1-b73a-5f494e7ca1d4","4.86424498434684"
"drn:roo:supportable:xx:8d5af30a-a850-4562-b0e9-8ccbf2a1500e","0.8093130745873509"
"drn:roo:supportable:xx:8889f0e9-d0eb-458e-918f-7f5b34697dd2","16.754251255307622"
"drn:roo:supportable:xx:f877d4ba-5f3b-41e9-af03-75a7dc96d234","3.0437909679033623"
